case,rule,symbol,signal,date,outcome_date,ret20_pct,mfe20_pct,mae20_pct,win,interference
full5y,s-cooldown40,TQQQ,s,2021-12-02,2021-12-31,3.9562339727975404,9.362489435924903,-10.937520328013195,False,False
full5y,s-cooldown40,TQQQ,s,2022-08-17,2022-09-15,-32.662369225645214,1.8786924167275565,-33.84326174548185,True,False
full5y,s-cooldown40,TQQQ,s,2023-01-30,2023-02-28,0.8660142867192855,25.113983300179775,-2.689146470557313,False,True
full5y,s-cooldown40,TQQQ,s,2023-08-09,2023-09-07,-0.6886585120778443,6.640401242939542,-13.010343792195933,True,False
full5y,s-cooldown40,TQQQ,s,2024-07-19,2024-08-16,-6.802432234324085,2.009505673964207,-33.74066625522186,True,False
full5y,s-cooldown40,TQQQ,s,2024-12-31,2025-01-31,2.7067139615314817,10.392343179811792,-8.939678490609237,False,True
full5y,s-cooldown40,TQQQ,s,2025-08-22,2025-09-22,16.84890718126242,17.250603871615876,-5.991971470584123,False,True
full5y,s-cooldown40,TQQQ,s,2025-11-17,2025-12-16,4.691414799770155,14.214267582395546,-9.492849909200519,False,True
full5y,s-cooldown40,TQQQ,s,2026-06-09,2026-07-09,6.746327008661979,18.73605610405573,-3.7388396955437386,False,True
full5y,s-cooldown40,MSFT,entry,2022-01-31,2022-03-01,-4.980506836985443,1.517345252894975,-12.528595789319485,False,True
full5y,s-cooldown40,MSFT,entry,2023-04-27,2023-05-25,7.207000742837644,7.529352125117961,-0.2302595916400696,True,False
full5y,s-cooldown40,MSFT,entry,2024-08-15,2024-09-13,2.375175960391296,2.6699905624790077,-4.707564912796003,True,False
full5y,s-cooldown40,MSFT,entry,2025-03-24,2025-04-22,-6.8795707706501785,0.619407961173768,-12.472076362737416,False,True
full5y,s-cooldown40,MSFT,entry,2026-04-14,2026-05-12,2.454771108962772,8.969852313324456,-0.3190927170029889,True,False
full5y,s-cooldown40,MSFT,entry,2026-06-26,2026-07-27,3.0728492989445355,7.5470172806291425,-4.662253272454475,True,False
full5y,s-cooldown40,MSFT,b,2022-01-31,2022-03-01,-4.980506836985443,1.517345252894975,-12.528595789319485,False,True
full5y,s-cooldown40,MSFT,b,2023-04-27,2023-05-25,7.207000742837644,7.529352125117961,-0.2302595916400696,True,False
full5y,s-cooldown40,MSFT,b,2024-08-15,2024-09-13,2.375175960391296,2.6699905624790077,-4.707564912796003,True,False
full5y,s-cooldown40,MSFT,b,2025-03-24,2025-04-22,-6.8795707706501785,0.619407961173768,-12.472076362737416,False,True
full5y,s-cooldown40,MSFT,b,2026-04-14,2026-05-12,2.454771108962772,8.969852313324456,-0.3190927170029889,True,False
full5y,s-cooldown40,MSFT,jf,2026-06-26,2026-07-27,3.0728492989445355,7.5470172806291425,-4.662253272454475,True,False
full5y,s-cooldown40,MSFT,s,2026-06-09,2026-07-09,-3.560407195088755,1.6284082174716996,-12.382380403326687,True,False
full5y,s-cooldown40,NFLX,entry,2022-12-01,2022-12-30,-5.027533664098516,7.159649547645874,-11.942414276199608,False,True
full5y,s-cooldown40,NFLX,entry,2023-03-24,2023-04-24,0.44878447362943774,6.792851172540426,-3.49565080270523,True,False
full5y,s-cooldown40,NFLX,entry,2023-10-24,2023-11-21,14.165178532540047,14.662752510954125,-4.903612463740337,True,False
full5y,s-cooldown40,NFLX,entry,2024-05-06,2024-06-04,5.9267466532472834,11.39901537458412,-0.8318212857656659,True,False
full5y,s-cooldown40,NFLX,entry,2024-08-13,2024-09-11,5.051642189761973,9.654694347321024,0.0,True,False
full5y,s-cooldown40,NFLX,entry,2024-10-21,2024-11-18,10.686426173966378,10.869367343575576,-2.745433524213581,True,False
full5y,s-cooldown40,NFLX,entry,2025-03-24,2025-04-22,6.354654294866724,8.872600936526908,-16.058394217515204,True,False
full5y,s-cooldown40,NFLX,entry,2025-08-11,2025-09-09,3.122446488360975,3.436733946508297,-3.4448989556760234,True,False
full5y,s-cooldown40,NFLX,entry,2026-02-25,2026-03-25,10.913464139551898,20.4206804283098,-0.4807619124471918,True,False
full5y,s-cooldown40,NFLX,entry,2026-07-17,2026-08-14,14.402816175701204,15.237124866231543,-2.3858273722174084,True,False
full5y,s-cooldown40,NFLX,b,2022-12-01,2022-12-30,-5.027533664098516,7.159649547645874,-11.942414276199608,False,True
full5y,s-cooldown40,NFLX,b,2023-03-24,2023-04-24,0.44878447362943774,6.792851172540426,-3.49565080270523,True,False
full5y,s-cooldown40,NFLX,b,2023-10-24,2023-11-21,14.165178532540047,14.662752510954125,-4.903612463740337,True,False
full5y,s-cooldown40,NFLX,b,2024-05-06,2024-06-04,5.9267466532472834,11.39901537458412,-0.8318212857656659,True,False
full5y,s-cooldown40,NFLX,b,2024-08-13,2024-09-11,5.051642189761973,9.654694347321024,0.0,True,False
full5y,s-cooldown40,NFLX,b,2024-10-21,2024-11-18,10.686426173966378,10.869367343575576,-2.745433524213581,True,False
full5y,s-cooldown40,NFLX,b,2025-03-24,2025-04-22,6.354654294866724,8.872600936526908,-16.058394217515204,True,False
full5y,s-cooldown40,NFLX,b,2025-08-11,2025-09-09,3.122446488360975,3.436733946508297,-3.4448989556760234,True,False
full5y,s-cooldown40,NFLX,jf,2026-02-25,2026-03-25,10.913464139551898,20.4206804283098,-0.4807619124471918,True,False
full5y,s-cooldown40,NFLX,jf,2026-07-17,2026-08-14,14.402816175701204,15.237124866231543,-2.3858273722174084,True,False
full5y,s-cooldown40,NFLX,s,2022-08-16,2022-09-14,-7.073552418239359,2.197531660895935,-10.983498484512722,True,False
full5y,s-cooldown40,NFLX,s,2023-02-21,2023-03-21,-9.395554154007524,1.3066722728587887,-15.457774974681726,True,False
full5y,s-cooldown40,NFLX,s,2023-07-27,2023-08-24,-2.076713272385322,7.1445802951736415,-4.189530126525021,True,False
full5y,s-cooldown40,NFLX,s,2025-01-02,2025-02-03,9.607776373232003,11.853814748368286,-7.793944765758731,False,True
full5y,s-cooldown40,NFLX,s,2026-04-17,2026-05-15,-10.417956362124968,0.47354240000301306,-12.394483211012219,True,False
full5y,s-cooldown40,YINN,entry,2021-09-22,2021-10-20,25.024244232980553,26.867124139278854,-11.833168893115442,True,False
full5y,s-cooldown40,YINN,entry,2021-10-08,2021-11-05,-9.424079900666094,16.230365376768606,-10.383945623320534,False,True
full5y,s-cooldown40,YINN,entry,2021-12-30,2022-01-28,-6.175768570916496,24.465566330339005,-11.995248028725669,False,True
full5y,s-cooldown40,YINN,entry,2022-02-24,2022-03-24,-28.715729653022205,3.318896567212981,-59.595961375228576,False,True
full5y,s-cooldown40,YINN,entry,2022-03-15,2022-04-12,2.3809523809523725,35.47619410923548,-2.8571446736653683,True,False
full5y,s-cooldown40,YINN,entry,2022-08-11,2022-09-09,-5.646911947482868,20.38473406186201,-14.272418389089891,False,True
full5y,s-cooldown40,YINN,entry,2022-10-13,2022-11-10,-15.272315524522496,4.070749035428811,-44.806287375225814,False,True
full5y,s-cooldown40,YINN,entry,2022-11-07,2022-12-06,67.05140981683448,71.35362510318963,-10.66806303176766,True,False
full5y,s-cooldown40,YINN,entry,2023-01-03,2023-02-01,19.681420790410662,30.17699655178374,-1.4159278532045128,True,False
full5y,s-cooldown40,YINN,entry,2023-06-13,2023-07-13,3.724776596980184,12.59699676954542,-18.494567115237302,True,False
full5y,s-cooldown40,YINN,entry,2023-10-11,2023-11-08,-13.677418616510206,0.35484067855342527,-24.677418124291208,False,True
full5y,s-cooldown40,YINN,entry,2023-12-29,2024-01-30,-20.700311235687895,3.08960030439005,-30.99897236927567,False,True
full5y,s-cooldown40,YINN,entry,2024-08-05,2024-09-03,14.761138614494929,26.30167335808553,-0.42941453199057955,True,False
full5y,s-cooldown40,YINN,entry,2024-08-16,2024-09-16,-7.155320175346258,2.661433718678219,-14.179755624702029,False,True
full5y,s-cooldown40,YINN,entry,2025-01-27,2025-02-25,37.636174865012116,55.00164854360177,-3.367449412128598,True,False
full5y,s-cooldown40,YINN,entry,2025-04-09,2025-05-08,28.780129299850476,34.66033623812741,-7.706350502838555,True,False
full5y,s-cooldown40,YINN,entry,2025-12-26,2026-01-27,11.644321238262801,18.701484537373947,-0.4469504450973827,True,False
full5y,s-cooldown40,YINN,entry,2026-02-20,2026-03-20,-27.981544608376208,0.8535242436119361,-28.4659715792284,False,True
full5y,s-cooldown40,YINN,b,2021-10-08,2021-11-05,-9.424079900666094,16.230365376768606,-10.383945623320534,False,True
full5y,s-cooldown40,YINN,b,2022-11-07,2022-12-06,67.05140981683448,71.35362510318963,-10.66806303176766,True,False
full5y,s-cooldown40,YINN,b,2023-01-03,2023-02-01,19.681420790410662,30.17699655178374,-1.4159278532045128,True,False
full5y,s-cooldown40,YINN,b,2023-06-13,2023-07-13,3.724776596980184,12.59699676954542,-18.494567115237302,True,False
full5y,s-cooldown40,YINN,b,2023-10-11,2023-11-08,-13.677418616510206,0.35484067855342527,-24.677418124291208,False,True
full5y,s-cooldown40,YINN,b,2023-12-29,2024-01-30,-20.700311235687895,3.08960030439005,-30.99897236927567,False,True
full5y,s-cooldown40,YINN,b,2024-08-16,2024-09-16,-7.155320175346258,2.661433718678219,-14.179755624702029,False,True
full5y,s-cooldown40,YINN,b,2025-01-27,2025-02-25,37.636174865012116,55.00164854360177,-3.367449412128598,True,False
full5y,s-cooldown40,YINN,b,2025-12-26,2026-01-27,11.644321238262801,18.701484537373947,-0.4469504450973827,True,False
full5y,s-cooldown40,YINN,jf,2021-09-22,2021-10-20,25.024244232980553,26.867124139278854,-11.833168893115442,True,False
full5y,s-cooldown40,YINN,jf,2021-12-30,2022-01-28,-6.175768570916496,24.465566330339005,-11.995248028725669,False,True
full5y,s-cooldown40,YINN,jf,2022-02-24,2022-03-24,-28.715729653022205,3.318896567212981,-59.595961375228576,False,True
full5y,s-cooldown40,YINN,jf,2022-03-15,2022-04-12,2.3809523809523725,35.47619410923548,-2.8571446736653683,True,False
full5y,s-cooldown40,YINN,jf,2022-08-11,2022-09-09,-5.646911947482868,20.38473406186201,-14.272418389089891,False,True
full5y,s-cooldown40,YINN,jf,2022-10-13,2022-11-10,-15.272315524522496,4.070749035428811,-44.806287375225814,False,True
full5y,s-cooldown40,YINN,jf,2024-08-05,2024-09-03,14.761138614494929,26.30167335808553,-0.42941453199057955,True,False
full5y,s-cooldown40,YINN,jf,2025-04-09,2025-05-08,28.780129299850476,34.66033623812741,-7.706350502838555,True,False
full5y,s-cooldown40,YINN,jf,2026-02-20,2026-03-20,-27.981544608376208,0.8535242436119361,-28.4659715792284,False,True
full5y,s-cooldown40,YINN,s,2022-01-21,2022-02-18,-9.46547852019657,8.240527444324552,-16.369715008989605,True,False
full5y,s-cooldown40,YINN,s,2022-06-09,2022-07-11,-11.24072721153324,13.319191041489198,-17.592792609115293,True,False
full5y,s-cooldown40,YINN,s,2022-12-07,2023-01-06,25.971872208589787,26.488828364182737,-12.220843202692311,False,True
full5y,s-cooldown40,YINN,s,2023-02-06,2023-03-07,-21.785963544723185,4.186935006798653,-28.804727997710124,True,False
full5y,s-cooldown40,YINN,s,2023-06-20,2023-07-19,-0.8936042517521114,12.231212190583163,-12.007821780248095,True,False
full5y,s-cooldown40,YINN,s,2023-08-16,2023-09-14,-1.4470481136920732,12.161332569610895,-14.62438444256502,True,False
full5y,s-cooldown40,YINN,s,2024-02-26,2024-03-25,-9.365705456226825,5.847375061105087,-15.659067391597759,True,False
full5y,s-cooldown40,YINN,s,2024-04-30,2024-05-29,15.937498909022118,50.401782144849335,-0.624997285859874,False,True
full5y,s-cooldown40,YINN,s,2024-10-08,2024-11-05,-1.5447145562432096,12.357716449945698,-16.639569222486163,True,False
full5y,s-cooldown40,YINN,s,2025-02-24,2025-03-24,6.839854168738713,26.596759034587002,-9.72354171920664,False,True
full5y,s-cooldown40,YINN,s,2025-10-10,2025-11-07,0.1664970495836915,10.780437851038482,-5.494275612000898,False,True
full5y,s-cooldown40,SNOW,entry,2021-12-08,2022-01-06,-19.705406395164694,1.962164801520272,-22.702702702702705,False,True
full5y,s-cooldown40,SNOW,entry,2022-01-24,2022-02-22,-2.7209614317974196,19.697025968933414,-15.417585961580915,False,True
full5y,s-cooldown40,SNOW,entry,2022-02-07,2022-03-08,-33.28342880701989,14.724922085608604,-36.371867087027155,False,True
full5y,s-cooldown40,SNOW,entry,2022-03-16,2022-04-13,9.953848031850953,26.420515011518454,-2.020514072516022,True,False
full5y,s-cooldown40,SNOW,entry,2022-03-22,2022-04-20,-15.914638807245307,11.456737695902097,-16.181388222847037,False,True
full5y,s-cooldown40,SNOW,entry,2022-05-26,2022-06-27,15.832675628630199,18.999214333431013,-13.788117221141905,True,False
full5y,s-cooldown40,SNOW,entry,2022-11-10,2022-12-09,-1.4388984036646901,14.566285255903644,-10.004090445993885,False,True
full5y,s-cooldown40,SNOW,entry,2022-11-15,2022-12-14,-6.533864320950933,1.9231923645453897,-17.32757176974036,False,True
full5y,s-cooldown40,SNOW,entry,2023-01-12,2023-02-10,12.943286708039569,28.28427353432652,-3.5606651867941874,True,False
full5y,s-cooldown40,SNOW,entry,2023-08-31,2023-09-29,-3.3712850254824622,9.013282384486331,-10.31626324334477,False,True
full5y,s-cooldown40,SNOW,entry,2024-06-27,2024-07-26,-3.4069658912657896,9.666793985100885,-6.027707126774084,False,False
full5y,s-cooldown40,SNOW,entry,2026-01-06,2026-02-04,-29.363250732421875,0.9871784438434839,-31.82905800322182,False,True
full5y,s-cooldown40,SNOW,entry,2026-02-25,2026-03-25,-9.992155114943724,3.530600182448751,-12.088100778468448,False,True
full5y,s-cooldown40,SNOW,entry,2026-04-13,2026-05-11,11.151868384383112,15.187084728370603,-2.4064553968141444,True,False
full5y,s-cooldown40,SNOW,entry,2026-04-20,2026-05-18,8.337730132423339,9.023741507266347,-12.255937389849358,True,False
full5y,s-cooldown40,SNOW,entry,2026-06-29,2026-07-28,8.230577281275986,11.885503130464548,-1.5172171731865913,True,False
full5y,s-cooldown40,SNOW,b,2021-12-08,2022-01-06,-19.705406395164694,1.962164801520272,-22.702702702702705,False,True
full5y,s-cooldown40,SNOW,b,2022-02-07,2022-03-08,-33.28342880701989,14.724922085608604,-36.371867087027155,False,True
full5y,s-cooldown40,SNOW,b,2022-03-22,2022-04-20,-15.914638807245307,11.456737695902097,-16.181388222847037,False,True
full5y,s-cooldown40,SNOW,b,2022-11-15,2022-12-14,-6.533864320950933,1.9231923645453897,-17.32757176974036,False,True
full5y,s-cooldown40,SNOW,b,2023-01-12,2023-02-10,12.943286708039569,28.28427353432652,-3.5606651867941874,True,False
full5y,s-cooldown40,SNOW,b,2023-08-31,2023-09-29,-3.3712850254824622,9.013282384486331,-10.31626324334477,False,True
full5y,s-cooldown40,SNOW,b,2024-06-27,2024-07-26,-3.4069658912657896,9.666793985100885,-6.027707126774084,False,False
full5y,s-cooldown40,SNOW,b,2026-01-06,2026-02-04,-29.363250732421875,0.9871784438434839,-31.82905800322182,False,True
full5y,s-cooldown40,SNOW,b,2026-04-20,2026-05-18,8.337730132423339,9.023741507266347,-12.255937389849358,True,False
full5y,s-cooldown40,SNOW,b,2026-06-29,2026-07-28,8.230577281275986,11.885503130464548,-1.5172171731865913,True,False
full5y,s-cooldown40,SNOW,jf,2022-01-24,2022-02-22,-2.7209614317974196,19.697025968933414,-15.417585961580915,False,True
full5y,s-cooldown40,SNOW,jf,2022-03-16,2022-04-13,9.953848031850953,26.420515011518454,-2.020514072516022,True,False
full5y,s-cooldown40,SNOW,jf,2022-05-26,2022-06-27,15.832675628630199,18.999214333431013,-13.788117221141905,True,False
full5y,s-cooldown40,SNOW,jf,2022-11-10,2022-12-09,-1.4388984036646901,14.566285255903644,-10.004090445993885,False,True
full5y,s-cooldown40,SNOW,jf,2026-02-25,2026-03-25,-9.992155114943724,3.530600182448751,-12.088100778468448,False,True
full5y,s-cooldown40,SNOW,jf,2026-04-13,2026-05-11,11.151868384383112,15.187084728370603,-2.4064553968141444,True,False
full5y,s-cooldown40,SNOW,s,2021-09-29,2021-10-27,15.315616645686259,16.926914354495427,-3.6511595463039836,False,True
full5y,s-cooldown40,SNOW,s,2021-11-30,2021-12-29,0.06104402763897898,9.668607490007265,-11.159887979196947,False,False
full5y,s-cooldown40,SNOW,s,2022-02-11,2022-03-14,-43.29388513078057,4.084203858170787,-44.10664423079118,True,False
full5y,s-cooldown40,SNOW,s,2022-08-09,2022-09-07,4.860777505132252,21.31901750755174,-12.85394525468504,False,True
full5y,s-cooldown40,SNOW,s,2023-02-03,2023-03-06,-11.061723776954224,10.147734379395533,-17.91662037798123,True,False
full5y,s-cooldown40,SNOW,s,2024-01-04,2024-02-02,18.524129504182362,19.05509929745255,-1.1052762984065767,False,True
full5y,s-cooldown40,SNOW,s,2024-03-04,2024-04-02,-10.763867033814478,0.17140093346861285,-13.449119265443999,True,False
full5y,s-cooldown40,SNOW,s,2024-12-23,2025-01-24,7.6143336421870655,9.888751358602764,-5.364652515979051,False,False
full5y,s-cooldown40,SNOW,s,2025-07-23,2025-08-20,-9.188379077810282,6.880802826720833,-12.358395965550727,True,False
full5y,s-cooldown40,SNOW,s,2025-11-21,2025-12-22,-4.568784497172807,12.835504795348962,-10.849808000522799,True,False
full5y,s-cooldown40,TSLA,entry,2022-02-24,2022-03-24,25.294407141119702,28.60372555563726,-6.57291872903455,True,False
full5y,s-cooldown40,TSLA,entry,2022-12-02,2023-01-03,-42.937079243568746,0.9660060216799993,-44.763514547560476,False,True
full5y,s-cooldown40,TSLA,entry,2023-01-17,2023-02-14,53.2293524757989,56.70767708397118,-8.970416094760026,True,False
full5y,s-cooldown40,TSLA,entry,2024-04-29,2024-05-28,-5.471171227560534,2.123222436312444,-10.28452035883044,False,True
full5y,s-cooldown40,TSLA,entry,2024-10-25,2024-11-22,30.57777687355323,33.89999954788774,-11.52592411747685,True,False
full5y,s-cooldown40,TSLA,entry,2025-03-12,2025-04-09,9.70056295109758,17.619796219869222,-13.654134613350543,True,False
full5y,s-cooldown40,TSLA,entry,2025-03-25,2025-04-23,-11.292718373803712,3.2512567474498155,-24.20222273253998,False,True
full5y,s-cooldown40,TSLA,entry,2026-02-11,2026-03-12,-8.201250064715982,1.3781137256765552,-11.364163440323338,False,True
full5y,s-cooldown40,TSLA,b,2022-12-02,2023-01-03,-42.937079243568746,0.9660060216799993,-44.763514547560476,False,True
full5y,s-cooldown40,TSLA,b,2023-01-17,2023-02-14,53.2293524757989,56.70767708397118,-8.970416094760026,True,False
full5y,s-cooldown40,TSLA,b,2024-04-29,2024-05-28,-5.471171227560534,2.123222436312444,-10.28452035883044,False,True
full5y,s-cooldown40,TSLA,b,2024-10-25,2024-11-22,30.57777687355323,33.89999954788774,-11.52592411747685,True,False
full5y,s-cooldown40,TSLA,b,2025-03-25,2025-04-23,-11.292718373803712,3.2512567474498155,-24.20222273253998,False,True
full5y,s-cooldown40,TSLA,b,2026-02-11,2026-03-12,-8.201250064715982,1.3781137256765552,-11.364163440323338,False,True
full5y,s-cooldown40,TSLA,jf,2022-02-24,2022-03-24,25.294407141119702,28.60372555563726,-6.57291872903455,True,False
full5y,s-cooldown40,TSLA,jf,2025-03-12,2025-04-09,9.70056295109758,17.619796219869222,-13.654134613350543,True,False
full5y,s-cooldown40,TSLA,s,2022-08-05,2022-09-02,-8.403392727092163,6.666663218352764,-9.779663085937496,True,False
full5y,s-cooldown40,TSLA,s,2023-02-10,2023-03-13,-10.256147839317931,11.948357137290433,-15.692827278150489,True,False
full5y,s-cooldown40,TSLA,s,2023-08-01,2023-08-29,0.6299586435899895,3.5997892654836994,-16.907307381750215,False,False
full5y,s-cooldown40,TSLA,s,2024-07-11,2024-08-08,-15.674302898865733,12.63782979901691,-22.815946715636294,True,False
full5y,s-cooldown40,TSLA,s,2024-12-18,2025-01-21,-6.154288142447428,2.9764498415771223,-17.447108853231175,True,False
full5y,s-cooldown40,TSLA,s,2025-06-12,2025-07-14,0.9332078429115986,13.877124296850107,-8.026248402412516,False,True
full5y,s-cooldown40,TSLA,s,2026-01-05,2026-02-03,-5.470678157760522,1.774269192957112,-7.3233572480443705,True,False
full5y,s-cooldown40,TSLA,s,2026-06-05,2026-07-07,1.6577113886942385,9.217066590200119,-6.996689982652571,False,False
full5y,s-cooldown40,MRNA,entry,2022-01-10,2022-02-08,-32.16371789442755,1.106194690265494,-38.86283266860827,False,True
full5y,s-cooldown40,MRNA,entry,2022-02-15,2022-03-16,14.727005969554362,15.025070226403137,-17.348593570015115,True,False
full5y,s-cooldown40,MRNA,entry,2023-08-17,2023-09-15,8.205849562606593,11.491971665336864,-4.249291723475879,True,False
full5y,s-cooldown40,MRNA,entry,2023-08-21,2023-09-19,-5.12000189887154,4.951110839843742,-9.466668023003477,False,True
full5y,s-cooldown40,MRNA,entry,2023-11-02,2023-12-01,9.221515707847928,10.986464374097338,-7.483915536157837,True,False
full5y,s-cooldown40,MRNA,entry,2024-11-18,2024-12-17,4.7949552431417075,21.899981080984855,-7.54596050584484,True,False
full5y,s-cooldown40,MRNA,entry,2024-12-02,2024-12-31,-5.457020773446796,7.805817855749808,-14.870397870847253,False,True
full5y,s-cooldown40,MRNA,entry,2025-01-02,2025-02-03,-13.491126066128878,15.786977914663458,-24.40236559986363,False,True
full5y,s-cooldown40,MRNA,entry,2025-01-13,2025-02-11,-12.005692852093286,29.16073842117337,-12.660030070448725,False,True
full5y,s-cooldown40,MRNA,entry,2025-02-14,2025-03-17,5.022692543819107,15.340392774166812,-11.195155646000243,True,False
full5y,s-cooldown40,MRNA,entry,2025-04-28,2025-05-27,-2.566903039465762,10.322224899771303,-15.69269776805835,False,True
full5y,s-cooldown40,MRNA,entry,2025-11-12,2025-12-11,13.481418874496342,13.672920763582287,-14.668708671678898,True,False
full5y,s-cooldown40,MRNA,entry,2025-11-21,2025-12-22,46.88552689261203,51.094281060822986,-0.9048827883702759,True,False
full5y,s-cooldown40,MRNA,entry,2026-01-13,2026-02-11,1.9632489007901155,38.93783387602916,-7.739745276539633,True,False
full5y,s-cooldown40,MRNA,b,2023-08-21,2023-09-19,-5.12000189887154,4.951110839843742,-9.466668023003477,False,True
full5y,s-cooldown40,MRNA,b,2024-12-02,2024-12-31,-5.457020773446796,7.805817855749808,-14.870397870847253,False,True
full5y,s-cooldown40,MRNA,b,2025-01-02,2025-02-03,-13.491126066128878,15.786977914663458,-24.40236559986363,False,True
full5y,s-cooldown40,MRNA,b,2025-04-28,2025-05-27,-2.566903039465762,10.322224899771303,-15.69269776805835,False,True
full5y,s-cooldown40,MRNA,b,2025-11-12,2025-12-11,13.481418874496342,13.672920763582287,-14.668708671678898,True,False
full5y,s-cooldown40,MRNA,b,2026-01-13,2026-02-11,1.9632489007901155,38.93783387602916,-7.739745276539633,True,False
full5y,s-cooldown40,MRNA,jf,2022-01-10,2022-02-08,-32.16371789442755,1.106194690265494,-38.86283266860827,False,True
full5y,s-cooldown40,MRNA,jf,2022-02-15,2022-03-16,14.727005969554362,15.025070226403137,-17.348593570015115,True,False
full5y,s-cooldown40,MRNA,jf,2023-08-17,2023-09-15,8.205849562606593,11.491971665336864,-4.249291723475879,True,False
full5y,s-cooldown40,MRNA,jf,2023-11-02,2023-12-01,9.221515707847928,10.986464374097338,-7.483915536157837,True,False
full5y,s-cooldown40,MRNA,jf,2024-11-18,2024-12-17,4.7949552431417075,21.899981080984855,-7.54596050584484,True,False
full5y,s-cooldown40,MRNA,jf,2025-01-13,2025-02-11,-12.005692852093286,29.16073842117337,-12.660030070448725,False,True
full5y,s-cooldown40,MRNA,jf,2025-02-14,2025-03-17,5.022692543819107,15.340392774166812,-11.195155646000243,True,False
full5y,s-cooldown40,MRNA,jf,2025-11-21,2025-12-22,46.88552689261203,51.094281060822986,-0.9048827883702759,True,False
full5y,s-cooldown40,MRNA,s,2022-08-17,2022-09-15,-13.464967764107282,0.9617799406598238,-17.46496698658937,True,False
full5y,s-cooldown40,MRNA,s,2024-05-28,2024-06-26,-18.36666870117186,5.880004882812506,-18.586664835611966,True,False
full5y,s-cooldown40,MRNA,s,2025-08-01,2025-08-29,-14.010349179271586,2.0881706391806754,-14.902728281347798,True,False
full5y,s-cooldown40,MRNA,s,2026-03-27,2026-04-27,-1.962754884943585,13.135383243269105,-5.10317038016348,True,False
full5y,s-cooldown40,MRNA,s,2026-07-20,2026-08-17,8.317931276345437,10.10755062005979,-11.510668236134835,False,True
full5y,s-cooldown40,NVDA,entry,2025-01-06,2025-02-05,-18.427764994412964,0.06535065301793708,-26.151735094462857,False,True
full5y,s-cooldown40,NVDA,entry,2025-01-28,2025-02-26,3.77865892957594,13.391305018450828,-10.664030348173092,True,False
full5y,s-cooldown40,NVDA,entry,2025-04-07,2025-05-06,9.372906957797401,11.164643310592371,-9.006838160114249,True,False
full5y,s-cooldown40,NVDA,entry,2026-04-07,2026-05-05,6.504057678910113,17.523030551298604,-2.2764211101583554,True,False
full5y,s-cooldown40,NVDA,b,2025-01-06,2025-02-05,-18.427764994412964,0.06535065301793708,-26.151735094462857,False,True
full5y,s-cooldown40,NVDA,b,2026-04-07,2026-05-05,6.504057678910113,17.523030551298604,-2.2764211101583554,True,False
full5y,s-cooldown40,NVDA,jf,2025-01-28,2025-02-26,3.77865892957594,13.391305018450828,-10.664030348173092,True,False
full5y,s-cooldown40,NVDA,jf,2025-04-07,2025-05-06,9.372906957797401,11.164643310592371,-9.006838160114249,True,False
full5y,s-cooldown40,NVDA,s,2021-12-13,2022-01-11,0.42604554288405705,13.10878977305161,-7.419023169673677,False,True
full5y,s-cooldown40,NVDA,s,2022-08-30,2022-09-28,-17.18809188867376,1.0140414658639019,-20.58223122040801,True,False
full5y,s-cooldown40,NVDA,s,2022-11-09,2022-12-08,16.036452154056825,16.685238685621997,-1.709461190127548,False,True
full5y,s-cooldown40,NVDA,s,2023-04-25,2023-05-23,13.650847175856097,17.872753108972827,-1.3961829330896736,False,True
full5y,s-cooldown40,NVDA,s,2023-08-10,2023-09-08,9.160867021286712,20.394741539900863,-3.449006455493142,False,True
full5y,s-cooldown40,NVDA,s,2024-07-17,2024-08-14,-3.0939665522954685,2.3307347572234294,-25.57242040966322,True,False
full5y,s-cooldown40,NVDA,s,2026-06-08,2026-07-08,-3.0861267451760432,1.6000429465880206,-9.885097591919322,True,False
full5y,s-cooldown40,GOOGL,entry,2022-02-01,2022-03-02,-11.027105662448344,0.1960287803460803,-17.38611646920195,False,True
full5y,s-cooldown40,GOOGL,entry,2024-03-14,2024-04-12,10.687716300027406,12.435088575932006,-1.7333341899671062,True,False
full5y,s-cooldown40,GOOGL,entry,2024-09-17,2024-10-15,3.5030689866974773,5.817592278399886,-0.7881862267141493,True,False
full5y,s-cooldown40,GOOGL,entry,2026-03-11,2026-04-09,3.8035273553150395,4.973593274157495,-11.312828741307579,True,False
full5y,s-cooldown40,GOOGL,b,2022-02-01,2022-03-02,-11.027105662448344,0.1960287803460803,-17.38611646920195,False,True
full5y,s-cooldown40,GOOGL,b,2024-03-14,2024-04-12,10.687716300027406,12.435088575932006,-1.7333341899671062,True,False
full5y,s-cooldown40,GOOGL,b,2024-09-17,2024-10-15,3.5030689866974773,5.817592278399886,-0.7881862267141493,True,False
full5y,s-cooldown40,GOOGL,b,2026-03-11,2026-04-09,3.8035273553150395,4.973593274157495,-11.312828741307579,True,False
full5y,s-cooldown40,GOOGL,s,2025-10-10,2025-11-07,16.077589933379286,21.389612500709077,-0.2081511952146009,False,True
full5y,s-cooldown40,GOOGL,s,2026-06-01,2026-06-30,-2.515071691210291,2.566901376500197,-9.926616791069842,True,False
full5y,s-cooldown40,AAOI,entry,2022-01-24,2022-02-22,-0.2518889267302482,14.861458688096075,-8.488668241270236,False,True
full5y,s-cooldown40,AAOI,entry,2023-01-12,2023-02-10,13.733913396545972,24.29184563409521,-8.58368308214451,True,False
